ts,service,incident_id,burn_5x,burn_1x
2026-08-03 02:22:11.153496832,billing-worker,INC-0050,0.42957,0.16222
2026-08-03 02:27:11.153496832,billing-worker,INC-0050,1.97046,0.0383
2026-08-03 02:32:11.153496832,billing-worker,INC-0050,1.32062,0.05377
2026-08-03 02:37:11.153496832,billing-worker,INC-0050,0.11049,0.01872
2026-08-03 02:42:11.153496832,billing-worker,INC-0050,0.18906,0.04926
2026-08-03 02:47:11.153496832,billing-worker,INC-0050,0.63933,0.03377
2026-08-03 02:52:11.153496832,billing-worker,INC-0050,0.03633,0.01015
2026-08-03 02:57:11.153496832,billing-worker,INC-0050,0.07808,0.00887
2026-08-03 03:02:11.153496832,billing-worker,INC-0050,0.04136,0.02533
2026-08-03 03:07:11.153496832,billing-worker,INC-0050,0.00665,0.00425
2026-08-03 04:55:59.833645312,notifications,INC-0060,0.10196,0.03656
2026-08-03 05:00:59.833645312,notifications,INC-0060,0.13034,0.00997
2026-08-03 05:05:59.833645312,notifications,INC-0060,0.00994,0.00132
2026-08-03 05:10:59.833645312,notifications,INC-0060,0.0802,0.00601
2026-08-03 05:15:59.833645312,notifications,INC-0060,0.04516,0.0002
2026-08-03 05:20:59.833645312,notifications,INC-0060,0.01032,0.01231
2026-08-03 05:25:59.833645312,notifications,INC-0060,0.00816,0.00621
2026-08-03 05:30:59.833645312,notifications,INC-0060,0.75721,0.19906
2026-08-03 05:35:59.833645312,notifications,INC-0060,0.27,0.0189
2026-08-03 05:40:59.833645312,notifications,INC-0060,0.28678,0.00227
2026-08-03 05:45:59.833645312,notifications,INC-0060,0.90944,0.09746
2026-08-03 05:50:59.833645312,notifications,INC-0060,1.29131,0.02276
2026-08-03 05:55:59.833645312,notifications,INC-0060,5.23893,0.13913
2026-08-03 06:00:59.833645312,notifications,INC-0060,0.21007,0.21981
2026-08-03 06:05:59.833645312,notifications,INC-0060,0.68809,0.03032
2026-08-03 06:10:59.833645312,notifications,INC-0060,0.01305,0.00479
2026-08-03 06:15:59.833645312,notifications,INC-0060,0.05194,0.00438
2026-08-03 06:20:59.833645312,notifications,INC-0060,0.0038,0.00429
2026-08-03 06:25:59.833645312,notifications,INC-0060,0.00678,0.01691
2026-08-03 06:30:59.833645312,notifications,INC-0060,0.24628,0.00463
2026-08-03 06:35:59.833645312,notifications,INC-0060,6e-05,0.00902
2026-08-03 06:40:59.833645312,notifications,INC-0060,0.00696,0.00628
2026-08-04 14:58:11.307313152,auth-service,INC-0013,0.00551,0.00444
2026-08-04 15:03:11.307313152,auth-service,INC-0013,0.0652,0.02061
2026-08-04 15:08:11.307313152,auth-service,INC-0013,0.0376,0.0004
2026-08-04 15:13:11.307313152,auth-service,INC-0013,0.15323,0.00131
2026-08-04 15:18:11.307313152,auth-service,INC-0013,0.04842,0.02433
2026-08-04 15:23:11.307313152,auth-service,INC-0013,0.07425,0.00929
2026-08-04 15:28:11.307313152,auth-service,INC-0013,0.05746,0.00728
2026-08-04 15:33:11.307313152,auth-service,INC-0013,1.52768,0.01776
2026-08-04 15:38:11.307313152,auth-service,INC-0013,0.1233,0.08943
2026-08-04 15:43:11.307313152,auth-service,INC-0013,0.56733,0.02006
2026-08-04 15:48:11.307313152,auth-service,INC-0013,1.70843,0.01785
2026-08-04 15:53:11.307313152,auth-service,INC-0013,0.5779,0.04092
2026-08-04 15:58:11.307313152,auth-service,INC-0013,0.41449,0.00227
2026-08-04 16:03:11.307313152,auth-service,INC-0013,0.56532,0.00701
2026-08-04 16:08:11.307313152,auth-service,INC-0013,0.12652,0.0088
2026-08-04 16:13:11.307313152,auth-service,INC-0013,0.08183,0.01905
2026-08-04 16:18:11.307313152,auth-service,INC-0013,0.00513,0.02768
2026-08-04 16:23:11.307313152,auth-service,INC-0013,0.0752,0.01
2026-08-04 16:28:11.307313152,auth-service,INC-0013,0.04311,0.00683
2026-08-04 16:33:11.307313152,auth-service,INC-0013,0.21804,0.00276
2026-08-04 16:38:11.307313152,auth-service,INC-0013,0.2135,0.02078
2026-08-04 16:43:11.307313152,auth-service,INC-0013,0.00161,0.00625
2026-08-04 16:48:11.307313152,auth-service,INC-0013,0.05929,0.03565
2026-08-05 08:05:07.818710528,notifications,INC-0049,0.02561,0.0177
2026-08-05 08:10:07.818710528,notifications,INC-0049,0.00991,0.00222
2026-08-05 08:15:07.818710528,notifications,INC-0049,0.06262,0.00102
2026-08-05 08:20:07.818710528,notifications,INC-0049,0.06406,0.03925
2026-08-05 08:25:07.818710528,notifications,INC-0049,0.01064,0.00098
2026-08-05 08:30:07.818710528,notifications,INC-0049,0.01882,0.01517
2026-08-05 08:35:07.818710528,notifications,INC-0049,0.08249,0.01474
2026-08-05 08:40:07.818710528,notifications,INC-0049,0.04516,0.00231
2026-08-05 08:45:07.818710528,notifications,INC-0049,0.2756,0.03925
2026-08-05 08:50:07.818710528,notifications,INC-0049,0.84465,0.13515
2026-08-05 08:55:07.818710528,notifications,INC-0049,0.35882,0.02515
2026-08-05 09:00:07.818710528,notifications,INC-0049,0.76635,0.37277
2026-08-05 09:05:07.818710528,notifications,INC-0049,0.04213,0.29908
2026-08-05 09:10:07.818710528,notifications,INC-0049,1.18819,0.13476
2026-08-05 09:15:07.818710528,notifications,INC-0049,0.95304,0.00707
2026-08-05 09:20:07.818710528,notifications,INC-0049,0.67796,0.02439
2026-08-05 09:25:07.818710528,notifications,INC-0049,0.00852,0.00119
2026-08-05 09:30:07.818710528,notifications,INC-0049,0.03958,0.00927
2026-08-05 09:35:07.818710528,notifications,INC-0049,0.03488,0.00527
2026-08-05 09:40:07.818710528,notifications,INC-0049,0.00465,0.0098
2026-08-05 09:45:07.818710528,notifications,INC-0049,0.13378,0.00599
2026-08-05 09:50:07.818710528,notifications,INC-0049,0.0065,0.00197
2026-08-05 09:55:07.818710528,notifications,INC-0049,0.02981,0.00071
2026-08-05 10:00:07.818710528,notifications,INC-0049,0.00299,0.00892
2026-08-05 14:57:22.541773568,billing-worker,INC-0021,0.05259,0.00227
2026-08-05 15:02:22.541773568,billing-worker,INC-0021,0.05094,0.00059
2026-08-05 15:07:22.541773568,billing-worker,INC-0021,0.09212,0.01465
2026-08-05 15:12:22.541773568,billing-worker,INC-0021,0.17366,0.03909
2026-08-05 15:17:22.541773568,billing-worker,INC-0021,0.21107,0.21956
2026-08-05 15:22:22.541773568,billing-worker,INC-0021,2.15641,0.04726
2026-08-05 15:27:22.541773568,billing-worker,INC-0021,1.0564,0.06889
2026-08-05 15:32:22.541773568,billing-worker,INC-0021,0.89756,0.00369
2026-08-05 15:37:22.541773568,billing-worker,INC-0021,0.69537,0.0006
2026-08-05 15:42:22.541773568,billing-worker,INC-0021,1.06205,0.08165
2026-08-05 15:47:22.541773568,billing-worker,INC-0021,1.96098,0.01456
2026-08-05 15:52:22.541773568,billing-worker,INC-0021,0.00255,0.0035
2026-08-05 15:57:22.541773568,billing-worker,INC-0021,0.15388,0.00037
2026-08-05 16:02:22.541773568,billing-worker,INC-0021,0.01985,0.00541
2026-08-07 05:17:41.261338368,search-api,INC-0055,0.03882,0.00712
2026-08-07 05:22:41.261338368,search-api,INC-0055,0.08471,0.01957
2026-08-07 05:27:41.261338368,search-api,INC-0055,0.07652,0.0153
2026-08-07 05:32:41.261338368,search-api,INC-0055,0.00072,0.00211
2026-08-07 05:37:41.261338368,search-api,INC-0055,0.0372,0.00153
2026-08-07 05:42:41.261338368,search-api,INC-0055,0.06301,0.01283
2026-08-07 05:47:41.261338368,search-api,INC-0055,0.18435,0.00238
2026-08-07 05:52:41.261338368,search-api,INC-0055,0.04439,0.01051
2026-08-07 05:57:41.261338368,search-api,INC-0055,0.73968,0.00636
2026-08-07 06:02:41.261338368,search-api,INC-0055,1.70747,0.08913
2026-08-07 06:07:41.261338368,search-api,INC-0055,0.87223,0.01038
2026-08-07 06:12:41.261338368,search-api,INC-0055,0.11171,0.14632
2026-08-07 06:17:41.261338368,search-api,INC-0055,0.41454,0.00373
2026-08-07 06:22:41.261338368,search-api,INC-0055,1.31217,0.00187
2026-08-07 06:27:41.261338368,search-api,INC-0055,0.05771,0.12582
2026-08-07 06:32:41.261338368,search-api,INC-0055,0.63178,0.02072
2026-08-07 06:37:41.261338368,search-api,INC-0055,0.00231,0.00494
2026-08-07 06:42:41.261338368,search-api,INC-0055,0.03932,0.0101
2026-08-07 06:47:41.261338368,search-api,INC-0055,0.02264,0.00017
2026-08-07 06:52:41.261338368,search-api,INC-0055,0.00316,0.01457
2026-08-07 06:57:41.261338368,search-api,INC-0055,0.01071,0.00226
2026-08-07 07:02:41.261338368,search-api,INC-0055,0.08695,0.00081
2026-08-07 07:07:41.261338368,search-api,INC-0055,0.03985,0.01171
2026-08-07 07:12:41.261338368,search-api,INC-0055,0.03991,0.0029
2026-08-07 10:47:47.990188800,notifications,INC-0034,0.00554,0.00508
2026-08-07 10:52:47.990188800,notifications,INC-0034,0.0365,0.00192
2026-08-07 10:57:47.990188800,notifications,INC-0034,0.08311,0.00946
2026-08-07 11:02:47.990188800,notifications,INC-0034,0.01046,0.00632
2026-08-07 11:07:47.990188800,notifications,INC-0034,0.123,0.01258
2026-08-07 11:12:47.990188800,notifications,INC-0034,0.28515,0.02005
2026-08-07 11:17:47.990188800,notifications,INC-0034,0.07627,0.07054
2026-08-07 11:22:47.990188800,notifications,INC-0034,0.10536,0.46254
2026-08-07 11:27:47.990188800,notifications,INC-0034,2.12778,0.0907
2026-08-07 11:32:47.990188800,notifications,INC-0034,0.14625,0.02549
2026-08-07 11:37:47.990188800,notifications,INC-0034,0.06574,0.01178
2026-08-07 11:42:47.990188800,notifications,INC-0034,0.68025,0.0275
2026-08-07 11:47:47.990188800,notifications,INC-0034,0.00176,0.0104
2026-08-07 11:52:47.990188800,notifications,INC-0034,0.1331,0.00403
2026-08-07 11:57:47.990188800,notifications,INC-0034,0.01322,0.02971
2026-08-07 12:02:47.990188800,notifications,INC-0034,0.00109,0.00329
2026-08-08 22:57:03.031352832,search-api,INC-0009,0.02482,0.02721
2026-08-08 23:02:03.031352832,search-api,INC-0009,0.55721,0.05055
2026-08-08 23:07:03.031352832,search-api,INC-0009,1.63839,0.09276
2026-08-08 23:12:03.031352832,search-api,INC-0009,6.07022,0.03262
2026-08-08 23:17:03.031352832,search-api,INC-0009,1.81335,0.06002
2026-08-08 23:22:03.031352832,search-api,INC-0009,0.21686,0.10588
2026-08-08 23:27:03.031352832,search-api,INC-0009,0.77839,0.12492
2026-08-08 23:32:03.031352832,search-api,INC-0009,1.23976,0.02231
2026-08-08 23:37:03.031352832,search-api,INC-0009,0.39238,0.02917
2026-08-08 23:42:03.031352832,search-api,INC-0009,0.00793,0.00581
2026-08-09 13:23:04.408332288,search-api,INC-0047,0.08964,0.00386
2026-08-09 13:28:04.408332288,search-api,INC-0047,0.16147,0.01217
2026-08-09 13:33:04.408332288,search-api,INC-0047,0.09012,0.00673
2026-08-09 13:38:04.408332288,search-api,INC-0047,0.02571,0.01121
2026-08-09 13:43:04.408332288,search-api,INC-0047,0.02603,0.00646
2026-08-09 13:48:04.408332288,search-api,INC-0047,0.4976,0.17551
2026-08-09 13:53:04.408332288,search-api,INC-0047,0.1858,0.0035
2026-08-09 13:58:04.408332288,search-api,INC-0047,0.19012,0.05314
2026-08-09 14:03:04.408332288,search-api,INC-0047,0.10966,0.13693
2026-08-09 14:08:04.408332288,search-api,INC-0047,0.10018,0.00323
2026-08-09 14:13:04.408332288,search-api,INC-0047,0.655,0.20941
2026-08-09 14:18:04.408332288,search-api,INC-0047,0.19043,0.0137
2026-08-09 14:23:04.408332288,search-api,INC-0047,1.71857,0.05928
2026-08-09 14:28:04.408332288,search-api,INC-0047,0.06271,0.0179
2026-08-09 14:33:04.408332288,search-api,INC-0047,0.16354,0.02041
2026-08-09 14:38:04.408332288,search-api,INC-0047,0.01355,0.03274
2026-08-09 14:43:04.408332288,search-api,INC-0047,0.05171,0.00754
2026-08-09 14:48:04.408332288,search-api,INC-0047,0.00704,0.00817
2026-08-09 23:27:57.259946496,billing-worker,INC-0048,0.02975,0.00505
2026-08-09 23:32:57.259946496,billing-worker,INC-0048,0.03004,0.01918
2026-08-09 23:37:57.259946496,billing-worker,INC-0048,0.07148,0.00426
2026-08-09 23:42:57.259946496,billing-worker,INC-0048,0.13267,0.00509
2026-08-09 23:47:57.259946496,billing-worker,INC-0048,0.00614,0.02551
2026-08-09 23:52:57.259946496,billing-worker,INC-0048,0.31991,0.00194
2026-08-09 23:57:57.259946496,billing-worker,INC-0048,0.10496,0.04399
2026-08-10 00:02:57.259946496,billing-worker,INC-0048,0.08814,0.09444
2026-08-10 00:07:57.259946496,billing-worker,INC-0048,0.15063,0.00451
2026-08-10 00:12:57.259946496,billing-worker,INC-0048,0.75917,0.07104
2026-08-10 00:17:57.259946496,billing-worker,INC-0048,0.04847,0.22225
2026-08-10 00:22:57.259946496,billing-worker,INC-0048,0.19481,0.03493
2026-08-10 00:27:57.259946496,billing-worker,INC-0048,0.59665,0.05609
2026-08-10 00:32:57.259946496,billing-worker,INC-0048,0.00381,0.00908
2026-08-10 00:37:57.259946496,billing-worker,INC-0048,0.05587,0.00383
2026-08-10 00:42:57.259946496,billing-worker,INC-0048,0.08135,0.00618
2026-08-10 00:47:57.259946496,billing-worker,INC-0048,0.03145,0.01171
2026-08-10 00:52:57.259946496,billing-worker,INC-0048,0.15834,0.00419
2026-08-11 11:15:13.890257408,billing-worker,INC-0028,0.00071,0.01082
2026-08-11 11:20:13.890257408,billing-worker,INC-0028,0.01858,0.01361
2026-08-11 11:25:13.890257408,billing-worker,INC-0028,0.06968,0.00602
2026-08-11 11:30:13.890257408,billing-worker,INC-0028,0.09653,0.01074
2026-08-11 11:35:13.890257408,billing-worker,INC-0028,0.26001,0.00669
2026-08-11 11:40:13.890257408,billing-worker,INC-0028,0.08302,0.01897
2026-08-11 11:45:13.890257408,billing-worker,INC-0028,0.04202,0.03855
2026-08-11 11:50:13.890257408,billing-worker,INC-0028,0.00605,0.01199
2026-08-11 11:55:13.890257408,billing-worker,INC-0028,0.86926,0.04229
2026-08-11 12:00:13.890257408,billing-worker,INC-0028,0.06964,0.50469
2026-08-11 12:05:13.890257408,billing-worker,INC-0028,0.00549,0.02318
2026-08-11 12:10:13.890257408,billing-worker,INC-0028,1.54664,0.06955
2026-08-11 12:15:13.890257408,billing-worker,INC-0028,0.19044,0.01856
2026-08-11 12:20:13.890257408,billing-worker,INC-0028,1.4762,0.00608
2026-08-11 12:25:13.890257408,billing-worker,INC-0028,0.31624,0.00948
2026-08-11 12:30:13.890257408,billing-worker,INC-0028,0.08489,0.06687
2026-08-11 12:35:13.890257408,billing-worker,INC-0028,0.08921,0.0014
2026-08-11 12:40:13.890257408,billing-worker,INC-0028,0.03781,0.02381
2026-08-11 12:45:13.890257408,billing-worker,INC-0028,0.00496,0.01692
2026-08-11 12:50:13.890257408,billing-worker,INC-0028,0.00039,0.02031
2026-08-11 12:55:13.890257408,billing-worker,INC-0028,0.08598,0.00709
2026-08-11 13:00:13.890257408,billing-worker,INC-0028,0.0136,0.00331
2026-08-11 13:05:13.890257408,billing-worker,INC-0028,0.02667,0.00666
2026-08-11 13:10:13.890257408,billing-worker,INC-0028,0.06822,0.00365
2026-08-12 23:41:27.512532480,search-api,INC-0016,0.00429,0.00125
2026-08-12 23:46:27.512532480,search-api,INC-0016,1.16037,0.47432
2026-08-12 23:51:27.512532480,search-api,INC-0016,0.28129,0.06366
2026-08-12 23:56:27.512532480,search-api,INC-0016,0.52502,0.03148
2026-08-13 00:01:27.512532480,search-api,INC-0016,0.11473,0.03876
2026-08-13 00:06:27.512532480,search-api,INC-0016,0.82847,0.0153
2026-08-13 00:11:27.512532480,search-api,INC-0016,0.56493,0.02343
2026-08-13 00:16:27.512532480,search-api,INC-0016,0.3663,0.04196
2026-08-13 00:21:27.512532480,search-api,INC-0016,0.95518,0.04714
2026-08-13 00:26:27.512532480,search-api,INC-0016,0.02506,0.0051
2026-08-13 21:29:02.403169280,search-api,INC-0030,0.0137,0.02811
2026-08-13 21:34:02.403169280,search-api,INC-0030,0.01498,0.00237
2026-08-13 21:39:02.403169280,search-api,INC-0030,0.45138,0.11337
2026-08-13 21:44:02.403169280,search-api,INC-0030,1.21248,0.05369
2026-08-13 21:49:02.403169280,search-api,INC-0030,3.48309,0.0698
2026-08-13 21:54:02.403169280,search-api,INC-0030,0.27816,0.09302
2026-08-13 21:59:02.403169280,search-api,INC-0030,0.80494,0.02085
2026-08-13 22:04:02.403169280,search-api,INC-0030,0.31671,0.05752
2026-08-13 22:09:02.403169280,search-api,INC-0030,0.5066,0.03378
2026-08-13 22:14:02.403169280,search-api,INC-0030,0.71337,0.00792
2026-08-13 22:19:02.403169280,search-api,INC-0030,0.02577,0.00596
2026-08-13 22:24:02.403169280,search-api,INC-0030,0.00564,0.01627
2026-08-13 22:29:02.403169280,search-api,INC-0030,0.07048,0.0313
2026-08-14 12:38:02.751124992,auth-service,INC-0020,0.00037,0.003
2026-08-14 12:43:02.751124992,auth-service,INC-0020,0.06433,0.15352
2026-08-14 12:48:02.751124992,auth-service,INC-0020,0.17109,0.01785
2026-08-14 12:53:02.751124992,auth-service,INC-0020,0.15827,0.01704
2026-08-14 12:58:02.751124992,auth-service,INC-0020,1.88871,0.07019
2026-08-14 13:03:02.751124992,auth-service,INC-0020,0.44482,0.04829
2026-08-14 13:08:02.751124992,auth-service,INC-0020,0.68428,0.10144
2026-08-14 13:13:02.751124992,auth-service,INC-0020,0.44601,0.17951
2026-08-14 13:18:02.751124992,auth-service,INC-0020,4.42765,0.02366
2026-08-14 13:23:02.751124992,auth-service,INC-0020,0.12258,0.02698
2026-08-16 03:52:08.195228160,notifications,INC-0004,0.05673,0.00523
2026-08-16 03:57:08.195228160,notifications,INC-0004,0.04285,0.00622
2026-08-16 04:02:08.195228160,notifications,INC-0004,0.03838,0.01005
2026-08-16 04:07:08.195228160,notifications,INC-0004,0.01773,0.0194
2026-08-16 04:12:08.195228160,notifications,INC-0004,0.00215,0.00341
2026-08-16 04:17:08.195228160,notifications,INC-0004,0.05741,0.00194
2026-08-16 04:22:08.195228160,notifications,INC-0004,0.03127,0.00576
2026-08-16 04:27:08.195228160,notifications,INC-0004,1.01693,0.10925
2026-08-16 04:32:08.195228160,notifications,INC-0004,0.62203,0.029
2026-08-16 04:37:08.195228160,notifications,INC-0004,1.06103,0.00533
2026-08-16 04:42:08.195228160,notifications,INC-0004,0.37246,0.01882
2026-08-16 04:47:08.195228160,notifications,INC-0004,0.69298,0.12777
2026-08-16 04:52:08.195228160,notifications,INC-0004,0.05581,0.21628
2026-08-16 04:57:08.195228160,notifications,INC-0004,2.56188,7e-05
2026-08-16 05:02:08.195228160,notifications,INC-0004,0.13815,0.11391
2026-08-16 05:07:08.195228160,notifications,INC-0004,0.03052,0.00551
2026-08-16 05:12:08.195228160,notifications,INC-0004,0.02342,0.00371
2026-08-16 05:17:08.195228160,notifications,INC-0004,0.08597,0.03056
2026-08-16 05:22:08.195228160,notifications,INC-0004,0.00392,0.01828
2026-08-16 05:27:08.195228160,notifications,INC-0004,0.00134,0.02018
2026-08-16 05:32:08.195228160,notifications,INC-0004,0.01166,0.00651
2026-08-16 05:37:08.195228160,notifications,INC-0004,0.11481,0.00014
2026-08-16 05:42:08.195228160,notifications,INC-0004,0.03037,0.01883
2026-08-16 12:09:22.514190592,billing-worker,INC-0059,0.02218,0.00355
2026-08-16 12:14:22.514190592,billing-worker,INC-0059,0.03855,0.00753
2026-08-16 12:19:22.514190592,billing-worker,INC-0059,0.04149,0.02142
2026-08-16 12:24:22.514190592,billing-worker,INC-0059,0.0481,0.0109
2026-08-16 12:29:22.514190592,billing-worker,INC-0059,0.01957,0.00646
2026-08-16 12:34:22.514190592,billing-worker,INC-0059,0.03527,0.04266
2026-08-16 12:39:22.514190592,billing-worker,INC-0059,1.06318,0.154
2026-08-16 12:44:22.514190592,billing-worker,INC-0059,0.76337,0.01267
2026-08-16 12:49:22.514190592,billing-worker,INC-0059,2.00041,0.01584
2026-08-16 12:54:22.514190592,billing-worker,INC-0059,0.56665,0.09108
2026-08-16 12:59:22.514190592,billing-worker,INC-0059,0.18032,0.35895
2026-08-16 13:04:22.514190592,billing-worker,INC-0059,0.18159,0.01961
2026-08-16 13:09:22.514190592,billing-worker,INC-0059,1.02149,0.08323
2026-08-16 13:14:22.514190592,billing-worker,INC-0059,0.27924,0.02435
2026-08-16 13:19:22.514190592,billing-worker,INC-0059,0.02321,0.01191
2026-08-16 13:24:22.514190592,billing-worker,INC-0059,0.02815,0.00159
2026-08-16 13:29:22.514190592,billing-worker,INC-0059,0.11744,0.00416
2026-08-16 13:34:22.514190592,billing-worker,INC-0059,0.00536,0.01025
2026-08-16 13:39:22.514190592,billing-worker,INC-0059,0.10418,0.00477
2026-08-16 13:44:22.514190592,billing-worker,INC-0059,0.01533,0.00837
2026-08-17 01:58:41.949728512,notifications,INC-0024,0.01197,0.00231
2026-08-17 02:03:41.949728512,notifications,INC-0024,0.00451,0.0038
2026-08-17 02:08:41.949728512,notifications,INC-0024,0.11202,0.00412
2026-08-17 02:13:41.949728512,notifications,INC-0024,0.08317,0.01142
2026-08-17 02:18:41.949728512,notifications,INC-0024,0.15506,0.00647
2026-08-17 02:23:41.949728512,notifications,INC-0024,0.00958,0.00384
2026-08-17 02:28:41.949728512,notifications,INC-0024,0.086,0.00363
2026-08-17 02:33:41.949728512,notifications,INC-0024,0.0413,0.02299
2026-08-17 02:38:41.949728512,notifications,INC-0024,0.00595,0.00734
2026-08-17 02:43:41.949728512,notifications,INC-0024,0.70649,0.04457
2026-08-17 02:48:41.949728512,notifications,INC-0024,1.22828,0.0505
2026-08-17 02:53:41.949728512,notifications,INC-0024,0.77542,0.14188
2026-08-17 02:58:41.949728512,notifications,INC-0024,0.63691,0.00049
2026-08-17 03:03:41.949728512,notifications,INC-0024,0.7598,0.08237
2026-08-17 03:08:41.949728512,notifications,INC-0024,1.72327,0.0082
2026-08-17 03:13:41.949728512,notifications,INC-0024,1.93452,0.23256
2026-08-17 03:18:41.949728512,notifications,INC-0024,0.37277,0.05499
2026-08-17 03:23:41.949728512,notifications,INC-0024,0.01638,0.00874
2026-08-17 03:28:41.949728512,notifications,INC-0024,0.0489,0.00628
2026-08-17 03:33:41.949728512,notifications,INC-0024,0.00206,0.002
2026-08-17 03:38:41.949728512,notifications,INC-0024,0.07887,0.02681
2026-08-17 03:43:41.949728512,notifications,INC-0024,0.05353,0.02133
2026-08-17 03:48:41.949728512,notifications,INC-0024,0.04185,0.0169
2026-08-17 03:53:41.949728512,notifications,INC-0024,0.06585,0.02878
2026-08-17 03:58:41.949728512,notifications,INC-0024,0.04242,0.00282
2026-08-17 04:03:41.949728512,notifications,INC-0024,0.04252,0.01433
2026-08-17 07:40:44.176277504,checkout-api,INC-0035,0.07637,3e-05
2026-08-17 07:45:44.176277504,checkout-api,INC-0035,0.08397,0.01368
2026-08-17 07:50:44.176277504,checkout-api,INC-0035,0.06861,0.01737
2026-08-17 07:55:44.176277504,checkout-api,INC-0035,0.00535,0.00321
2026-08-17 08:00:44.176277504,checkout-api,INC-0035,0.05786,0.00137
2026-08-17 08:05:44.176277504,checkout-api,INC-0035,0.04065,0.01284
2026-08-17 08:10:44.176277504,checkout-api,INC-0035,0.03246,0.01215
2026-08-17 08:15:44.176277504,checkout-api,INC-0035,0.00582,0.00854
2026-08-17 08:20:44.176277504,checkout-api,INC-0035,0.03184,0.00586
2026-08-17 08:25:44.176277504,checkout-api,INC-0035,0.60259,0.08068
2026-08-17 08:30:44.176277504,checkout-api,INC-0035,0.24275,0.00948
